item_id,name,store_name,category_name
16931,"Paneer Lazeez","Hotel Radhakrishna","Paneer"
16957,"Paneer Makhamali","Hotel Radhakrishna","Paneer"
16817,"Paneer Malai Tikka","Hotel Radhakrishna","Starters"
16929,"Paneer Masala","Hotel Radhakrishna","Paneer"
16949,"Paneer Mussallam","Hotel Radhakrishna","Paneer"
16950,"Paneer Razwadi","Hotel Radhakrishna","Paneer"
16953,"Paneer Sultana","Hotel Radhakrishna","Paneer"
16960,"Paneer Tufani","Hotel Radhakrishna","Paneer"
16402,"Papad (Roasted / Fry)","Hotel Radhakrishna","Salad  Raita Papad`s"
16410,"Papad Bhurji","Hotel Radhakrishna","Salad  Raita Papad`s"
16983,"Pithal","Hotel Radhakrishna","Maharashtrian"
16212,"Plain Uttapam","Hotel Radhakrishna","Uttapam"
16767,"Puri Bhaji","Hotel Radhakrishna","Puri Bhaji"
16897,"Radha Krushna Spl. Veg","Hotel Radhakrishna","Chefs Specials"
16987,"Shevaga Latpat","Hotel Radhakrishna","Maharashtrian"
16985,"Shevga Handi","Hotel Radhakrishna","Maharashtrian"
16516,"Shezwan Dosa (Masala)","Hotel Radhakrishna","Dosa"
16406,"Sindhi Papad","Hotel Radhakrishna","Salad  Raita Papad`s"
17046,"Sizzling Brownie","Hotel Radhakrishna","Brownie"
17039,"Special Pav Bhaji","Hotel Radhakrishna","Pav Bhaji"
16534,"Spinach Soup","Hotel Radhakrishna","Soup"
16540,"Sweet Corn Soup","Hotel Radhakrishna","Soup"
16813,"Tandoori Aloo","Hotel Radhakrishna","Tandoori"
16993,"Thecha","Hotel Radhakrishna","Maharashtrian"
16792,"Thread Paneer","Hotel Radhakrishna","Paneer"
16527,"Tomato Omelette","Hotel Radhakrishna","Omelette"
16396,"Tossed Salad","Hotel Radhakrishna","Salad  Raita Papad`s"
16807,"Triple Schezwan Rice","Hotel Radhakrishna","Fried Rice"
16859,"Umar Handi","Hotel Radhakrishna","Tawa & Kadhai Specials"
16824,"Veg Angara","Hotel Radhakrishna","Chefs Specials"
16825,"Veg Bhuna Masala","Hotel Radhakrishna","Chefs Specials"
16836,"Veg Chakori","Hotel Radhakrishna","Chefs Specials"
16812,"Veg Cheese Seekh Kabab","Hotel Radhakrishna","Tandoori"
16837,"Veg Cheese Tikki Masala","Hotel Radhakrishna","Chefs Specials"
16542,"Veg Clear Soup","Hotel Radhakrishna","Soup"
16773,"Veg Crispy","Hotel Radhakrishna","Chinese"
16828,"Veg Diwani Handi","Hotel Radhakrishna","Kofta & Creamy Curries"
16826,"Veg Handi","Hotel Radhakrishna","Chefs Specials"
16827,"Veg Hyderabadi","Hotel Radhakrishna","Mix Veg"
16835,"Veg Kofta","Hotel Radhakrishna","Kofta & Creamy Curries"
16832,"Veg Kolhapuri","Hotel Radhakrishna","Maharashtrian"
16822,"Veg Maharaja","Hotel Radhakrishna","Chefs Specials"
16992,"Veg Maratha","Hotel Radhakrishna","Maharashtrian"
16823,"Veg Patiyala","Hotel Radhakrishna","Chefs Specials"
16896,"Veg Rajwadi","Hotel Radhakrishna","Veg Specials"
16811,"Veg Seekh Kabab","Hotel Radhakrishna","Tandoori"
16830,"Veg Seekh Kabab Masala","Hotel Radhakrishna","Chefs Specials"
16834,"Veg Sham-Savera","Hotel Radhakrishna","Kofta & Creamy Curries"
16775,"Veg Spring Roll","Hotel Radhakrishna","Chinese"
16833,"Veg Tawa","Hotel Radhakrishna","Tawa & Kadhai Specials"
16391,"Virgin Mojito","Hotel Radhakrishna","Beverages"
16053,"Alu Chilly","Hotel Swad NX Family Restaurant","Chinese"
16046,"Chana Chilly","Hotel Swad NX Family Restaurant","Chinese"
16032,"Chana Dry","Hotel Swad NX Family Restaurant","Starters"
16033,"Chana Fry","Hotel Swad NX Family Restaurant","Starters"
16034,"Chana Koliwada With Garlic","Hotel Swad NX Family Restaurant","Maharashtrian"
16048,"Cheese Bowl Schezwan","Hotel Swad NX Family Restaurant","Chinese"
16029,"Cheese Pakoda","Hotel Swad NX Family Restaurant","Starters"
16022,"Cheese Rumali Khakara","Hotel Swad NX Family Restaurant","Salad  Raita Papad`s"
16044,"Chinese Platter","Hotel Swad NX Family Restaurant","Chinese"
16024,"Clear Soup","Hotel Swad NX Family Restaurant","Soup"
16026,"Coriander Soup","Hotel Swad NX Family Restaurant","Soup"
16018,"Fry Papad","Hotel Swad NX Family Restaurant","Salad  Raita Papad`s"
16045,"Gobi 65","Hotel Swad NX Family Restaurant","Chinese"
16056,"Honey Potato Chilly","Hotel Swad NX Family Restaurant","Chinese"
16031,"Kanda Bhaji","Hotel Swad NX Family Restaurant","Starters"
16023,"Kolhapuri Papad","Hotel Swad NX Family Restaurant","Salad  Raita Papad`s"
16025,"Lemon Coriander Soup","Hotel Swad NX Family Restaurant","Soup"
16055,"Mushroom Bell Pepper","Hotel Swad NX Family Restaurant","Chinese"
16054,"Mushroom Manchurian","Hotel Swad NX Family Restaurant","Chinese"
16068,"Mushroom Tikka","Hotel Swad NX Family Restaurant","Tandoori"
16020,"Nagli Fry Papad","Hotel Swad NX Family Restaurant","Salad  Raita Papad`s"
16019,"Nagli Roasted Papad","Hotel Swad NX Family Restaurant","Salad  Raita Papad`s"
16052,"Palak Chilly","Hotel Swad NX Family Restaurant","Chinese"
16027,"Palak Mushroom Soup","Hotel Swad NX Family Restaurant","Soup"
16064,"Paneer Afgani Tikka","Hotel Swad NX Family Restaurant","Paneer"
16063,"Paneer Angara Kebab","Hotel Swad NX Family Restaurant","Paneer"
16067,"Paneer Banjara Tikka","Hotel Swad NX Family Restaurant","Paneer"
16039,"Paneer Black Pepper","Hotel Swad NX Family Restaurant","Paneer"
16035,"Paneer Capsicum","Hotel Swad NX Family Restaurant","Paneer"
16037,"Paneer Crispy","Hotel Swad NX Family Restaurant","Paneer"
16065,"Paneer Hiltop Kebab","Hotel Swad NX Family Restaurant","Paneer"
16040,"Paneer Honey Chilli","Hotel Swad NX Family Restaurant","Paneer"
16061,"Paneer Malai Kebab","Hotel Swad NX Family Restaurant","Tandoori"
16028,"Paneer Pakoda","Hotel Swad NX Family Restaurant","Paneer"
16062,"Paneer Pudina Kebab","Hotel Swad NX Family Restaurant","Tandoori"
16066,"Paneer Rojali Tikka","Hotel Swad NX Family Restaurant","Paneer"
16038,"Paneer Sathe","Hotel Swad NX Family Restaurant","Paneer"
16036,"Paneer Tikka Black Pepper","Hotel Swad NX Family Restaurant","Paneer"
16017,"Roasted Papad","Hotel Swad NX Family Restaurant","Salad  Raita Papad`s"
16021,"Sindhi Papad","Hotel Swad NX Family Restaurant","Salad  Raita Papad`s"
16060,"Swad Special Platter","Hotel Swad NX Family Restaurant","Tandoori"
16050,"Veg Chilly","Hotel Swad NX Family Restaurant","Chinese"
16042,"Veg Chilly Pepper","Hotel Swad NX Family Restaurant","Chinese"
16051,"Veg Crispy","Hotel Swad NX Family Restaurant","Chinese"
16041,"Veg Dragon Roll","Hotel Swad NX Family Restaurant","Chinese"
16058,"Veg Gold Coin","Hotel Swad NX Family Restaurant","Chinese"
16030,"Veg Pakoda","Hotel Swad NX Family Restaurant","Starters"
16069,"Veg Seekh Kebeb","Hotel Swad NX Family Restaurant","Tandoori"
13375,"Egg Chinese Combo","Kantara Food","Combos"
15875,"Rasoi Special Veg.","New Rasoi Restaurant","Chefs Specials"
472,"Black Forest","Paresh Bakers","NULL"
16703,"Bajra Bhakri","R. K. Farm Restaurant.","Bhakari"
16463,"Bangda Masala","R. K. Farm Restaurant.","Seafood"
16462,"Bangda Spicy","R. K. Farm Restaurant.","Seafood"
16707,"Basket Roti","R. K. Farm Restaurant.","Roti"
16704,"Bhakri (Bajra Butter)","R. K. Farm Restaurant.","Breads"
16705,"Bhakri (Jowar Butter)","R. K. Farm Restaurant.","Bhakari"
16735,"Blue Lagoon","R. K. Farm Restaurant.","Beverages"
16404,"Boiled Peanut","R. K. Farm Restaurant.","Starters"
16458,"Bombil Rawa Fry","R. K. Farm Restaurant.","Seafood"
16711,"Butter Dal Khichadi","R. K. Farm Restaurant.","Rice and Pulao"
16464,"Butter Garlic Prawns","R. K. Farm Restaurant.","Seafood"
16697,"Butter Naan","R. K. Farm Restaurant.","Naan"
16695,"Butter Paratha","R. K. Farm Restaurant.","Paratha"
16693,"Butter Roti","R. K. Farm Restaurant.","Roti"
16475,"Cheese Chilly Seekh Kabab","R. K. Farm Restaurant.","Tandoori"
16701,"Cheese Garlic Naan","R. K. Farm Restaurant.","Naan"
16411,"Cheese Pakoda","R. K. Farm Restaurant.","Starters"
16483,"Chicken Achari Tikka","R. K. Farm Restaurant.","Chicken"
16684,"Chicken Aftabi","R. K. Farm Restaurant.","Chicken"
16433,"Chicken Bhuna","R. K. Farm Restaurant.","Chicken"
16316,"Chicken Cafreal","R. K. Farm Restaurant.","Chicken"
16424,"Chicken Fry","R. K. Farm Restaurant.","Chicken"
16434,"Chicken Garlic","R. K. Farm Restaurant.","Chicken"
16312,"Chicken Hot Pan","R. K. Farm Restaurant.","Chicken"
16685,"Chicken Kolhapuri","R. K. Farm Restaurant.","Chicken"
16494,"Chicken Lasooni Kabab","R. K. Farm Restaurant.","Chicken"
16426,"Chicken Latpat","R. K. Farm Restaurant.","Chicken"
16490,"Chicken Malai Kabab","R. K. Farm Restaurant.","Chicken"
16651,"Chicken Masala","R. K. Farm Restaurant.","Chicken"
16318,"Chicken Mot Fun","R. K. Farm Restaurant.","Chicken"
16486,"Chicken Mutton Kabab","R. K. Farm Restaurant.","Chicken"
16489,"Chicken Nizami Kabab","R. K. Farm Restaurant.","Chicken"
16480,"Chicken Pahadi Kabab","R. K. Farm Restaurant.","Chicken"
16487,"Chicken Roomali Kabab","R. K. Farm Restaurant.","Chicken"
16648,"Chicken Sagwala","R. K. Farm Restaurant.","Chicken"
16296,"Chinese Chilly Paneer","R. K. Farm Restaurant.","Starters"
16277,"Crab Soup","R. K. Farm Restaurant.","Soup"
16469,"Devil Eggs","R. K. Farm Restaurant.","Eggs"
16313,"Finger Prawn Chilly","R. K. Farm Restaurant.","Chicken"
16455,"Fish Tikka (Basa)","R. K. Farm Restaurant.","Seafood"
16729,"Fresh Lime Soda","R. K. Farm Restaurant.","Beverages"
16737,"Fruit Punch","R. K. Farm Restaurant.","Beverages"
16422,"Green Salad","R. K. Farm Restaurant.","Salad  Raita Papad`s"
16643,"Green Sev Bhaji","R. K. Farm Restaurant.","Shev Bhaji"
16709,"Jeera Rice","R. K. Farm Restaurant.","Rice and Pulao"
16423,"Kachumber Salad","R. K. Farm Restaurant.","Salad  Raita Papad`s"
16699,"Kulcha (Butter)","R. K. Farm Restaurant.","Kulcha"
16314,"Lemon Mustard Chicken","R. K. Farm Restaurant.","Chicken"
16420,"Masala Papad","R. K. Farm Restaurant.","Salad  Raita Papad`s"
16710,"Masala Rice","R. K. Farm Restaurant.","Rice and Pulao"
16726,"Matka Malai","R. K. Farm Restaurant.","Sweets"
16641,"Methi Chaman","R. K. Farm Restaurant.","Green & Leafy"
16437,"Mutton Bhuna","R. K. Farm Restaurant.","Mutton"
16719,"Mutton Biryani","R. K. Farm Restaurant.","Biryani"
16691,"Mutton Chilly Masala","R. K. Farm Restaurant.","Mutton"
16689,"Mutton Do Pyaza","R. K. Farm Restaurant.","Mutton"
16724,"Mutton Handi Biryani","R. K. Farm Restaurant.","Biryani"
16438,"Mutton Hari Patti","R. K. Farm Restaurant.","Mutton"
16439,"Mutton Lalfat","R. K. Farm Restaurant.","Mutton"
16688,"Mutton Maratha","R. K. Farm Restaurant.","Mutton"
16687,"Mutton Rogan Josh","R. K. Farm Restaurant.","Mutton"
16690,"Mutton Sagwala","R. K. Farm Restaurant.","Mutton"
16436,"Mutton Sukha","R. K. Farm Restaurant.","Mutton"
16285,"Paneer 65","R. K. Farm Restaurant.","Starters"
16561,"Paneer Angara","R. K. Farm Restaurant.","Paneer"
16559,"Paneer Chatpata","R. K. Farm Restaurant.","Paneer"
16295,"Paneer Hot-Pan","R. K. Farm Restaurant.","Starters"
16631,"Paneer Khurchan","R. K. Farm Restaurant.","Paneer"
16633,"Paneer Laziz","R. K. Farm Restaurant.","Paneer"
16477,"Paneer Matka Kabab","R. K. Farm Restaurant.","Paneer"
16488,"Paneer Mutton Kabab","R. K. Farm Restaurant.","Mutton"
16412,"Paneer Pakoda","R. K. Farm Restaurant.","Starters"
16497,"Paneer Tikka Masala","R. K. Farm Restaurant.","Paneer"
16419,"Papad","R. K. Farm Restaurant.","Salad  Raita Papad`s"
16421,"Papad Bhurji","R. K. Farm Restaurant.","Starters"
16407,"Peanut Chat","R. K. Farm Restaurant.","Starters"
16319,"Peanut Fry","R. K. Farm Restaurant.","Starters"
16317,"Peri Peri Chicken","R. K. Farm Restaurant.","Chicken"
16644,"Pithla Bhakri","R. K. Farm Restaurant.","Maharashtrian"
16698,"Plain Kulcha","R. K. Farm Restaurant.","Kulcha"
16694,"Plain Paratha","R. K. Farm Restaurant.","Paratha"
16708,"Plain Steam Rice","R. K. Farm Restaurant.","Rice and Pulao"
16456,"Pomfret Curry","R. K. Farm Restaurant.","Seafood"
16457,"Pomfret Masala","R. K. Farm Restaurant.","Seafood"
16446,"Prawns Kalimiri","R. K. Farm Restaurant.","Seafood"
16447,"Prawns Sukha","R. K. Farm Restaurant.","Seafood"
16706,"Roomali Roti","R. K. Farm Restaurant.","Roti"
16645,"Shevga Masala Handi","R. K. Farm Restaurant.","Tawa & Kadhai Specials"
16460,"Surmai Plate","R. K. Farm Restaurant.","Seafood"
16492,"Tandoori Chicken Raan","R. K. Farm Restaurant.","Chicken"
16443,"Tandoori Crab","R. K. Farm Restaurant.","Seafood"
16491,"Tandoori Mutton Raan","R. K. Farm Restaurant.","Mutton"
16493,"Tandoori Non-Veg Platter","R. K. Farm Restaurant.","Tandoori"
16452,"Tandoori Pomfret","R. K. Farm Restaurant.","Fish Starter"
16715,"Triple Schezwan Rice","R. K. Farm Restaurant.","Fried Rice"
16717,"Veg Fried Rice","R. K. Farm Restaurant.","Fried Rice"
16294,"Veg Hunan","R. K. Farm Restaurant.","Starters"
16639,"Veg Hyderabadi","R. K. Farm Restaurant.","Veg Specials"
16496,"Veg Junglee","R. K. Farm Restaurant.","Veg Specials"
16635,"Veg Tufani","R. K. Farm Restaurant.","Veg Specials"
16736,"Virgin Mojito","R. K. Farm Restaurant.","Beverages"
546,"Veg American Chopsuey","RK Chinese And Chat Corner","Chinese"
547,"Veg Fry Soft Noodles","RK Chinese And Chat Corner","Noodles"
543,"Veg Hakka Noodles","RK Chinese And Chat Corner","Noodles"
544,"Veg Schezwan Noodles","RK Chinese And Chat Corner","Noodles"
545,"Veg Triple Schezwan Noodles","RK Chinese And Chat Corner","Noodles"
1731,"Chocolate Cheese Sandwich","Rock N Roll","Sandwich"
1735,"Jain Mayonnaise Sandwich","Rock N Roll","Sandwich"
1733,"Jain Sada Cheese Sandwich","Rock N Roll","Sandwich"
1734,"Jain Toast Cheese Sandwich","Rock N Roll","Sandwich"
1732,"Jain Toast Sandwich","Rock N Roll","Sandwich"
1739,"Paneer Schezwan Pizza","Rock N Roll","Pizza"
1738,"Schezwan Pizza","Rock N Roll","Pizza"
1737,"Veg Cheese Pizza","Rock N Roll","Pizza"
18911,"Veg Cheese Pizza","Rock N Roll","Pizza"
1727,"Veg Club Cheese Sandwich","Rock N Roll","Sandwich"
1729,"Veg Club Cheese Sandwich","Rock N Roll","Sandwich"
1726,"Veg Club Sandwich","Rock N Roll","Sandwich"
1728,"Veg Club Sandwich","Rock N Roll","Sandwich"
1721,"Veg Grill Cheese Sandwich","Rock N Roll","Sandwich"
1720,"Veg Grill Sandwich","Rock N Roll","Sandwich"
1712,"Veg Masala Burger","Rock N Roll","Burger"
1713,"Veg Masala Cheese Burger","Rock N Roll","Burger"
1719,"Veg Masala Sandwich","Rock N Roll","Sandwich"
1714,"Veg Masala Tandoor Burger","Rock N Roll","Burger"
1715,"Veg Masala Tandoor Cheese Burger","Rock N Roll","Burger"
1736,"Veg Pizza","Rock N Roll","Pizza"
1718,"Veg Sada Sandwich","Rock N Roll","Sandwich"
1717,"Veg Schezwan Cheese Masala Burger","Rock N Roll","Burger"
1725,"Veg Schezwan Cheese Sandwich","Rock N Roll","Sandwich"
1716,"Veg Schezwan Masala Burger","Rock N Roll","Burger"
1724,"Veg Schezwan Sandwich","Rock N Roll","Sandwich"
1723,"Veg Tandoor Cheese Sandwich","Rock N Roll","Sandwich"
1722,"Veg Tandoor Sandwich","Rock N Roll","Sandwich"
16608,"Extra Butter","Spicy Tadkaa","South Indian"
4368,"Gulchhadi","SURTI WAFERS","Namkeen"
15572,"Dal Makhni","Vedansh Mangwale","Dal"
15573,"Dal Makhni","Vedansh Mangwale","Dal"
